codigo_sku;nome_produto;marca;tamanho;peso_oz;categoria;alergenos;codigo_barras;data_lancamento
BR-03781;Motivo Lightweight Lotion;Motivo;1000 mL;5.29;Cuidados Pessoais > Rosto > Hidratação;trigo,ovos,amendoim,crustáceos;1964240436540;17/08/2021
BR-03782;Purevex Colour Protect Shampoo;Purevex;300 mL;1.76;Cuidados Pessoais > Cabelo > Shampoo;;2226567992666;05/07/2019
BR-03783;Nuvelo Night Cream;Nuvelo;75 mL;14.11;Cuidados Pessoais > Rosto > Hidratação;peixe;9658614692114;29/06/2020
BR-03784;Novix Hot Chilli Sauce;Novix;400 mL;8.82;Alimentos > Condimentos;amendoim,ovos,trigo;2876704447186;05/05/2022
BR-03785;Polvera Rinse Aid;Polvera;75 mL;5.29;Casa > Limpeza > Louças;leite,amendoim,glúten,gergelim;0862835571427;28/03/2023
BR-03786;Aurova Sensitive Skin Body Wash;Aurova;75 mL;2.65;Cuidados Pessoais > Banho;ovos;2595353241265;25/08/2022
BR-03787;Polvera Moisturising Hand Wash;Polvera;50 mL;10.58;Cuidados Pessoais > Sabonete Líquido;;0902885411110;24/06/2019
BR-03788;Zenpur Moisturising Body Wash;Zenpur;50 mL;3.53;Cuidados Pessoais > Banho;ovos,castanhas,gergelim;4277141045283;17/04/2023
BR-03789;TEST-Glicen Fragrance-Free Hand Wash;Glicen;300 mL;17.64;Cuidados Pessoais > Sabonete Líquido;leite,glúten,amendoim,crustáceos;5260518546413;07/04/2020
BR-03790;Arovia Kitchen Cleaner;Arovia;500 mL;2.65;Casa > Limpeza > Superfícies;;2231448863669;28/08/2023
BR-03791;Aevum Refreshing Shower Gel;Aevum;250 mL;8.82;Cuidados Pessoais > Banho;gergelim,castanhas;9975265700563;26/07/2019
BR-03792;Elaris Fabric Softener;Elaris;150 mL;3.53;Casa > Lavanderia;leite,gergelim,ovos,castanhas;1609629395611;08/03/2020
BR-03793;Toreva Antibacterial Hand Wash;Toreva;75 mL;1.76;Cuidados Pessoais > Sabonete Líquido;;3749212096988;02/05/2022
BR-03794;Nuarix Moisturising Body Wash;Nuarix;400 mL;14.11;Cuidados Pessoais > Banho;crustáceos,ovos;5556239476468;15/09/2018
BR-03795;Qualis Granola Bar;Qualis;400 mL;17.64;Alimentos > Petiscos;glúten,leite;9519809599055;21/03/2022
BR-03796;Tresol Refreshing Shower Gel;Tresol;300 mL;10.58;Cuidados Pessoais > Banho;castanhas;1031530870336;04/01/2018
BR-03797;Purelix Repair Conditioner;Purelix;400 mL;14.11;Cuidados Pessoais > Cabelo > Condicionador;glúten,peixe,crustáceos;0641080910720;13/11/2022
BR-03798;Kaleo Kitchen Cleaner;Kaleo;200 mL;17.64;Casa > Limpeza > Superfícies;castanhas,ovos;5703434917108;05/08/2018
BR-03799;Solaris Brightening Face Wash;Solaris;1000 mL;1.76;Cuidados Pessoais > Rosto > Limpeza;gergelim,soja;3494374750635;06/07/2022
BR-03800;Aurova Fabric Softener;Aurova;750 mL;3.53;Casa > Lavanderia;peixe,soja,glúten,amendoim;3411525641659;21/07/2018
BR-03801;Aurova Fragrance-Free Hand Wash;Aurova;150 mL;1.76;Cuidados Pessoais > Sabonete Líquido;amendoim,leite;6965148268276;02/08/2019
BR-03802;Krisol Sensitive Deodorant;Krisol;150 mL;5.29;Cuidados Pessoais > Desodorante;;0922411771556;26/02/2020
BR-03803;XXX-Cristalix Foaming Hand Wash;Cristalix;75 mL;14.11;Cuidados Pessoais > Sabonete Líquido;trigo,ovos;1521926936093;22/07/2023
BR-03804;Serafix Deep Clean Body Wash;Serafix;750 mL;8.82;Cuidados Pessoais > Banho;ovos,soja;1039868863594;23/04/2021
BR-03805;Plexum Volumising Shampoo;Plexum;50 mL;14.11;Cuidados Pessoais > Cabelo > Shampoo;peixe,crustáceos;4537709642256;22/08/2022
BR-03806;Arovia Hydrating Face Wash;Arovia;250 mL;2.65;Cuidados Pessoais > Rosto > Limpeza;leite,soja,ovos;2191442381456;03/02/2021
BR-03807;Tresol Refreshing Shower Gel;Tresol;400 mL;7.05;Cuidados Pessoais > Banho;;5464225592279;31/10/2018
BR-03808;Teraxis Dishwasher Tablets;Teraxis;50 mL;14.11;Casa > Limpeza > Louças;amendoim,ovos;1486297832842;16/08/2021
BR-03809;DUMMY-Glova Hydrating Face Wash;Glova;100 mL;2.65;Cuidados Pessoais > Rosto > Limpeza;peixe,leite,amendoim;0098936870170;17/08/2019
03810;Nuarix Anti-Dandruff Shampoo;Nuarix;75 mL;17.64;Cuidados Pessoais > Cabelo > Shampoo;crustáceos,amendoim;4000543122265;10/05/2021
BR-03811;Plexum Dishwasher Tablets;Plexum;100 mL;14.11;Casa > Limpeza > Louças;amendoim;4503893476496;06/08/2021
BR-03812;Brightway Leave-In Conditioner;Brightway;250 mL;5.29;Cuidados Pessoais > Cabelo > Condicionador;crustáceos,amendoim,trigo;2671648435141;11/01/2022
03813;Tresol Intensive Moisturiser;Tresol;300 mL;1.76;Cuidados Pessoais > Rosto > Hidratação;castanhas,soja;8555885991896;13/09/2018
BR-03814;TEST-Velaris Brightening Face Wash;Velaris;400 mL;7.05;Cuidados Pessoais > Rosto > Limpeza;glúten,castanhas;8539111308320;02/12/2018
BR-03815;Arovia Deep Conditioner;Arovia;300 mL;2.65;Cuidados Pessoais > Cabelo > Condicionador;peixe,trigo,castanhas;1973102983313;11/08/2019
BR-03816;Brightway Fragrance-Free Hand Wash;Brightway;1000 mL;17.64;Cuidados Pessoais > Sabonete Líquido;;0074988871051;13/11/2020
BR-03817;Vanta Fabric Softener;Vanta;200 mL;5.29;Casa > Lavanderia;leite,glúten,peixe,soja;6581539362233;13/09/2020
BR-03818;Motivo Dishwasher Tablets;Motivo;200 mL;10.58;Casa > Limpeza > Louças;castanhas,amendoim,gergelim,soja;5920548885073;19/05/2020
03819;Cryston Repair Conditioner;Cryston;750 mL;2.65;Cuidados Pessoais > Cabelo > Condicionador;trigo,leite,crustáceos;7269252320998;17/07/2022
BR-03820;Orinum Moisturising Hand Wash;Orinum;100 mL;8.82;Cuidados Pessoais > Sabonete Líquido;;7012008407586;28/09/2023
BR-03821;Brightway Leave-In Conditioner;Brightway;400 mL;3.53;Cuidados Pessoais > Cabelo > Condicionador;gergelim,castanhas;9931785878731;23/01/2021
BR-03822;Plexum Nourishing Body Cleanser;Plexum;500 mL;10.58;Cuidados Pessoais > Banho;peixe,crustáceos,gergelim;0373796728039;02/08/2022
BR-03823;Hevara Multi-Surface Spray;Hevara;750 mL;7.05;Casa > Limpeza > Superfícies;castanhas,leite,ovos;2357822394977;30/05/2018
BR-03824;Frostine Laundry Powder;Frostine;50 mL;10.58;Casa > Lavanderia;peixe;2953644148776;08/12/2022
BR-03825;Qualis Mustard Sauce;Qualis;750 mL;7.05;Alimentos > Condimentos;;8836808988095;01/03/2020
03826;Orinum Deep Conditioner;Orinum;750 mL;10.58;Cuidados Pessoais > Cabelo > Condicionador;amendoim,gergelim;1755253912554;22/07/2019
BR-03827;Luminos 24hr Roll-On Deodorant;Luminos;150 mL;1.76;Cuidados Pessoais > Desodorante;glúten,crustáceos,soja,castanhas;7602787033214;19/10/2021
BR-03828;Teraxis Laundry Powder;Teraxis;300 mL;5.29;Casa > Lavanderia;;3928586743609;10/04/2021
BR-03829;Alteva Stain Remover;Alteva;500 mL;5.29;Casa > Lavanderia;peixe;2817506094710;29/12/2023
BR-03830;Zephyr Stain Remover;Zephyr;1000 mL;10.58;Casa > Lavanderia;castanhas,ovos,soja,leite;9142967307462;13/05/2022
BR-03831;Novix Mixed Nuts Blend;Novix;300 mL;7.05;Alimentos > Petiscos;ovos,leite,crustáceos;8127794917658;03/08/2021
03832;Luxara Stain Remover;Luxara;500 mL;3.53;Casa > Lavanderia;glúten;1627049141854;01/09/2022
BR-03833;Cristalix Leave-In Conditioner;Cristalix;150 mL;17.64;Cuidados Pessoais > Cabelo > Condicionador;ovos;6729003724709;07/11/2020
BR-03834;Zenpur Colour Protect Shampoo;Zenpur;75 mL;5.29;Cuidados Pessoais > Cabelo > Shampoo;;7455290035929;24/03/2018
BR-03835;Gleam Sensitive Deodorant;Gleam;50 mL;17.64;Cuidados Pessoais > Desodorante;glúten;2263030783710;05/08/2022
BR-03836;Glicen Night Cream;Glicen;750 mL;7.05;Cuidados Pessoais > Rosto > Hidratação;ovos,trigo,castanhas;7981233160309;28/01/2020
BR-03837;Cladis Mustard Sauce;Cladis;150 mL;2.65;Alimentos > Condimentos;;4021530804025;24/02/2023
BR-03838;Cryston Antibacterial Hand Wash;Cryston;400 mL;17.64;Cuidados Pessoais > Sabonete Líquido;;2893323454227;21/04/2020
BR-03839;Tolvex Tomato Ketchup;Tolvex;400 mL;14.11;Alimentos > Condimentos;ovos,peixe,trigo,gergelim;1427656570760;10/09/2019
BR-03840;Glova Anti-Dandruff Shampoo;Glova;300 mL;5.29;Cuidados Pessoais > Cabelo > Shampoo;leite,trigo;1421061141065;05/03/2021
BR-03841;DUMMY-Primus Sport Deodorant;Primus;100 mL;1.76;Cuidados Pessoais > Desodorante;;9412445161948;28/07/2022
BR-03842;Cryston 48hr Spray Deodorant;Cryston;50 mL;3.53;Cuidados Pessoais > Desodorante;gergelim;7983232367703;27/02/2022
BR-03843;Brightway Brightening Face Wash;Brightway;250 mL;2.65;Cuidados Pessoais > Rosto > Limpeza;leite,ovos,soja;5881215552486;19/10/2020
BR-03844;Velaris Sensitive Skin Body Wash;Velaris;75 mL;5.29;Cuidados Pessoais > Banho;;1618804112127;27/04/2022
BR-03845;Frosten Hydrating Shampoo;Frosten;1000 mL;1.76;Cuidados Pessoais > Cabelo > Shampoo;ovos,leite,trigo;9674697780340;07/03/2020
BR-03846;Plexum Repair Shampoo;Plexum;750 mL;5.29;Cuidados Pessoais > Cabelo > Shampoo;gergelim,soja;5574908574710;05/07/2023
BR-03847;Toreva Multi-Surface Spray;Toreva;250 mL;10.58;Casa > Limpeza > Superfícies;gergelim,peixe;4322469631813;25/08/2021
BR-03848;Lumeva Stain Remover;Lumeva;300 mL;1.76;Casa > Lavanderia;glúten,soja,trigo,gergelim;3430926204829;27/10/2020
BR-03849;Zenpur Moisturising Body Wash;Zenpur;100 mL;2.65;Cuidados Pessoais > Banho;soja,gergelim,ovos;0189733247156;28/10/2019
BR-03850;Frosten Whitening Deodorant;Frosten;750 mL;10.58;Cuidados Pessoais > Desodorante;soja,leite,glúten;1697281885847;02/06/2018
BR-03851;Elaris Kitchen Cleaner;Elaris;150 mL;2.65;Casa > Limpeza > Superfícies;leite,gergelim,castanhas,crustáceos;7346986758973;06/09/2018
BR-03852;Hevara Anti-Dandruff Shampoo;Hevara;200 mL;3.53;Cuidados Pessoais > Cabelo > Shampoo;crustáceos;0955772005367;20/11/2023
BR-03853;Oralix Oat Protein Bar;Oralix;500 mL;10.58;Alimentos > Petiscos;soja,castanhas;3820187767124;06/01/2021
BR-03854;Glicen Mustard Sauce;Glicen;75 mL;2.65;Alimentos > Condimentos;soja,leite;9127073662063;12/09/2019
BR-03855;Verdant Kitchen Cleaner;Verdant;200 mL;14.11;Casa > Limpeza > Superfícies;;9967450716237;28/09/2019
BR-03856;Sovara 48hr Spray Deodorant;Sovara;1000 mL;8.82;Cuidados Pessoais > Desodorante;castanhas,crustáceos;5768112005652;20/07/2021
BR-03857;Oralix 48hr Spray Deodorant;Oralix;1000 mL;7.05;Cuidados Pessoais > Desodorante;;7439387270752;29/05/2020
BR-03858;Lumeva Brightening Face Wash;Lumeva;1000 mL;3.53;Cuidados Pessoais > Rosto > Limpeza;trigo,soja;8448232890174;14/09/2018
BR-03859;Serafix Deep Clean Body Wash;Serafix;400 mL;17.64;Cuidados Pessoais > Banho;;1868938395433;08/02/2021
BR-03860;Arovia Mustard Sauce;Arovia;400 mL;2.65;Alimentos > Condimentos;gergelim;4038405887045;15/01/2019
BR-03861;Glova Dishwasher Tablets;Glova;500 mL;14.11;Casa > Limpeza > Louças;trigo;3351950962335;02/06/2021
BR-03862;Solvix Daily Moisturiser;Solvix;250 mL;5.29;Cuidados Pessoais > Rosto > Hidratação;glúten,gergelim,soja,ovos;3378733580586;24/10/2019
BR-03863;Alteva Eco Dish Liquid;Alteva;750 mL;8.82;Casa > Limpeza > Louças;gergelim,ovos,amendoim,crustáceos;8059515567463;17/05/2021
BR-03864;Cryston Leave-In Conditioner;Cryston;150 mL;1.76;Cuidados Pessoais > Cabelo > Condicionador;;6364704870425;13/12/2023
BR-03865;Nuvelo Tomato Ketchup;Nuvelo;1000 mL;17.64;Alimentos > Condimentos;ovos,trigo,amendoim,castanhas;4763377993806;07/11/2020
BR-03866;Glova Multi-Surface Spray;Glova;150 mL;1.76;Casa > Limpeza > Superfícies;crustáceos;6049191799700;20/09/2021
BR-03867;Solvix Disinfectant Spray;Solvix;400 mL;5.29;Casa > Limpeza > Superfícies;;0802713622551;15/06/2023
BR-03868;Purevex Fabric Softener;Purevex;750 mL;1.76;Casa > Lavanderia;trigo;2211388691867;11/11/2022
BR-03869;TEST-Zephyr Deep Clean Body Wash;Zephyr;750 mL;7.05;Cuidados Pessoais > Banho;;9572416858458;04/05/2020
BR-03870;Clarity Rice Cakes;Clarity;500 mL;2.65;Alimentos > Petiscos;;5340534749231;20/06/2018
BR-03871;Purevex Vinegar Dressing;Purevex;50 mL;14.11;Alimentos > Condimentos;glúten,soja,amendoim,trigo;6513907267451;17/10/2020
BR-03872;Lumeva Mixed Nuts Blend;Lumeva;300 mL;3.53;Alimentos > Petiscos;glúten,ovos;7802715227375;23/10/2019
03873;Purelix Mixed Nuts Blend;Purelix;150 mL;17.64;Alimentos > Petiscos;ovos,crustáceos,glúten;6813835817811;30/04/2018
BR-03874;Frostine 48hr Spray Deodorant;Frostine;1000 mL;8.82;Cuidados Pessoais > Desodorante;;3578354211351;24/04/2023
BR-03875;Helix Heavy Duty Dish Soap;Helix;200 mL;7.05;Casa > Limpeza > Louças;leite,glúten;5799798431527;29/10/2019
BR-03876;Helix Disinfectant Spray;Helix;75 mL;1.76;Casa > Limpeza > Superfícies;amendoim,peixe,castanhas;5065302006865;22/11/2021
BR-03877;Serafix Mayonnaise;Serafix;100 mL;1.76;Alimentos > Condimentos;trigo,leite;4224704284856;18/07/2018
BR-03878;Cladis Volumising Shampoo;Cladis;400 mL;3.53;Cuidados Pessoais > Cabelo > Shampoo;castanhas,leite;8932008587523;23/09/2018
BR-03879;Nexpur Dishwasher Tablets;Nexpur;300 mL;7.05;Casa > Limpeza > Louças;peixe,amendoim;3102912097653;30/10/2023
BR-03880;Solaris Brightening Face Wash;Solaris;75 mL;14.11;Cuidados Pessoais > Rosto > Limpeza;peixe,trigo,leite,amendoim;9279979348326;30/10/2020
BR-03881;Solaris Liquid Laundry Detergent;Solaris;200 mL;3.53;Casa > Lavanderia;gergelim,leite,ovos;7501775475039;08/11/2018
BR-03882;Glova Aloe Hand Wash;Glova;250 mL;14.11;Cuidados Pessoais > Sabonete Líquido;peixe;6409680120031;26/03/2018
BR-03883;Nuarix Liquid Laundry Detergent;Nuarix;750 mL;14.11;Casa > Lavanderia;;4765954408888;13/08/2023
BR-03884;Serafix 24hr Roll-On Deodorant;Serafix;400 mL;3.53;Cuidados Pessoais > Desodorante;;9304180848294;29/07/2022
BR-03885;Purelix Nourishing Body Cleanser;Purelix;100 mL;1.76;Cuidados Pessoais > Banho;crustáceos,soja,amendoim,ovos;2215634397688;08/08/2019
BR-03886;Tresol Mustard Sauce;Tresol;150 mL;17.64;Alimentos > Condimentos;;5474329955757;05/07/2021
BR-03887;Plexum Hydrating Face Wash;Plexum;250 mL;1.76;Cuidados Pessoais > Rosto > Limpeza;castanhas,amendoim,ovos;3907443297929;11/01/2018
BR-03888;Kaleo Leave-In Conditioner;Kaleo;75 mL;3.53;Cuidados Pessoais > Cabelo > Condicionador;crustáceos;0322888970269;05/05/2018
BR-03889;Tresol Nourishing Body Cleanser;Tresol;50 mL;10.58;Cuidados Pessoais > Banho;;0841069777539;26/07/2019
BR-03890;Cladis Hydrating Face Wash;Cladis;150 mL;14.11;Cuidados Pessoais > Rosto > Limpeza;soja,peixe,amendoim;2178572280439;11/06/2022
BR-03891;Orinum Dish Liquid;Orinum;200 mL;3.53;Casa > Limpeza > Louças;gergelim;0869191809812;28/04/2023
03892;Qualis SPF Moisturiser;Qualis;100 mL;14.11;Cuidados Pessoais > Rosto > Hidratação;soja,crustáceos;0041023362867;19/03/2021
BR-03893;Cladis Hydrating Shampoo;Cladis;750 mL;3.53;Cuidados Pessoais > Cabelo > Shampoo;crustáceos,leite,soja;8931364903657;20/01/2023
BR-03894;Alteva Repair Shampoo;Alteva;500 mL;14.11;Cuidados Pessoais > Cabelo > Shampoo;glúten;3190101855405;16/03/2022
BR-03895;Elaris Bathroom Cleaner;Elaris;500 mL;14.11;Casa > Limpeza > Superfícies;;3817174749072;18/01/2020
BR-03896;Alteva Oil Control Face Wash;Alteva;250 mL;5.29;Cuidados Pessoais > Rosto > Limpeza;crustáceos;3623057620723;30/04/2022
BR-03897;Cristalix Aloe Hand Wash;Cristalix;75 mL;17.64;Cuidados Pessoais > Sabonete Líquido;gergelim,castanhas;2186253956399;16/12/2020
BR-03898;Solaris Vinegar Dressing;Solaris;200 mL;3.53;Alimentos > Condimentos;amendoim;3490934269265;26/06/2020
BR-03899;Frostine SPF Moisturiser;Frostine;500 mL;5.29;Cuidados Pessoais > Rosto > Hidratação;;4105458960190;12/07/2020
BR-03900;Solaris Hot Chilli Sauce;Solaris;100 mL;17.64;Alimentos > Condimentos;crustáceos,castanhas,peixe;6807345710717;20/02/2023
BR-03901;Purelix Liquid Laundry Detergent;Purelix;250 mL;8.82;Casa > Lavanderia;;2647223146429;08/07/2018
BR-03902;Orinum Deep Conditioner;Orinum;300 mL;8.82;Cuidados Pessoais > Cabelo > Condicionador;glúten,peixe,gergelim;7581343447767;21/11/2019
BR-03903;Hevara Exfoliating Face Scrub;Hevara;750 mL;10.58;Cuidados Pessoais > Rosto > Limpeza;soja,crustáceos,peixe;1204597767400;31/10/2020
BR-03904;Luminos Rinse Aid;Luminos;300 mL;3.53;Casa > Limpeza > Louças;ovos,glúten;1556529278134;18/07/2022
BR-03905;Solvix Repair Conditioner;Solvix;500 mL;1.76;Cuidados Pessoais > Cabelo > Condicionador;peixe,crustáceos;7933839502786;02/05/2022
BR-03906;Solvix Mayonnaise;Solvix;300 mL;5.29;Alimentos > Condimentos;;4135039785140;18/10/2018
BR-03907;Purevex Deep Conditioner;Purevex;75 mL;1.76;Cuidados Pessoais > Cabelo > Condicionador;crustáceos,glúten,soja;6852374761155;02/11/2021
BR-03908;Frosten Fabric Softener;Frosten;1000 mL;14.11;Casa > Lavanderia;gergelim;4008110521244;27/03/2018
BR-03909;Sovara Hot Chilli Sauce;Sovara;300 mL;14.11;Alimentos > Condimentos;peixe,ovos,glúten,crustáceos;6453383733104;03/12/2022
BR-03910;Orinum Mustard Sauce;Orinum;300 mL;1.76;Alimentos > Condimentos;ovos;0777353396417;11/01/2021
BR-03911;Nexpur Daily Moisturiser;Nexpur;400 mL;8.82;Cuidados Pessoais > Rosto > Hidratação;glúten,gergelim,leite;2720993525127;04/01/2018
BR-03912;Cryston Eco Dish Liquid;Cryston;250 mL;8.82;Casa > Limpeza > Louças;peixe,crustáceos;0047587012804;23/02/2023
03913;Nuvelo Refreshing Shower Gel;Nuvelo;75 mL;2.65;Cuidados Pessoais > Banho;soja,gergelim,peixe;1010830153523;13/01/2023
BR-03914;Vanta Liquid Laundry Detergent;Vanta;250 mL;10.58;Casa > Lavanderia;;8863841962843;10/03/2019
BR-03915;Verdant Rinse Aid;Verdant;400 mL;7.05;Casa > Limpeza > Louças;glúten,leite,castanhas;7923218395764;11/11/2021
BR-03916;Aevum Hydrating Face Wash;Aevum;150 mL;5.29;Cuidados Pessoais > Rosto > Limpeza;peixe,trigo;4195178631890;06/01/2020
BR-03917;Motivo Disinfectant Spray;Motivo;750 mL;17.64;Casa > Limpeza > Superfícies;peixe,gergelim;7967379956884;14/05/2018
03918;Toreva Oat Protein Bar;Toreva;750 mL;10.58;Alimentos > Petiscos;castanhas,trigo,ovos;6348786480109;12/09/2021
BR-03919;Primus Hydrating Shampoo;Primus;200 mL;3.53;Cuidados Pessoais > Cabelo > Shampoo;amendoim,ovos,leite;2205835957880;29/03/2018
BR-03920;Plexum Oat Protein Bar;Plexum;250 mL;3.53;Alimentos > Petiscos;trigo,crustáceos,soja;8276067062509;26/11/2018
BR-03921;XXX-Glicen Hot Chilli Sauce;Glicen;1000 mL;3.53;Alimentos > Condimentos;ovos,glúten,leite;9560699323237;02/11/2022
BR-03922;Cladis Kitchen Cleaner;Cladis;250 mL;7.05;Casa > Limpeza > Superfícies;;1973111202726;30/12/2019
BR-03923;Cristalix Repair Shampoo;Cristalix;75 mL;14.11;Cuidados Pessoais > Cabelo > Shampoo;ovos,soja;8927334095866;28/09/2020
BR-03924;Sovara Sport Deodorant;Sovara;750 mL;3.53;Cuidados Pessoais > Desodorante;trigo;6624299663902;11/01/2023
BR-03925;Polvera Night Cream;Polvera;300 mL;10.58;Cuidados Pessoais > Rosto > Hidratação;soja;8912280023704;07/08/2022
BR-03926;Arovia Sensitive Skin Body Wash;Arovia;1000 mL;5.29;Cuidados Pessoais > Banho;;4173361239337;08/01/2019
BR-03927;Verdant Stain Remover;Verdant;250 mL;7.05;Casa > Lavanderia;crustáceos,castanhas,ovos,gergelim;5238589725068;15/02/2023
BR-03928;Plexum Salted Crackers;Plexum;100 mL;3.53;Alimentos > Petiscos;crustáceos;0903134644396;10/02/2018
BR-03929;Qualis Salted Crackers;Qualis;1000 mL;5.29;Alimentos > Petiscos;glúten;5833265090128;02/12/2023
BR-03930;Frostine Colour Protect Shampoo;Frostine;1000 mL;17.64;Cuidados Pessoais > Cabelo > Shampoo;soja,peixe,amendoim,trigo;9030067991349;31/07/2022
BR-03931;Motivo Liquid Laundry Detergent;Motivo;1000 mL;1.76;Casa > Lavanderia;castanhas,peixe,ovos;2174726723401;14/11/2022
BR-03932;Hevara Stain Remover;Hevara;400 mL;14.11;Casa > Lavanderia;crustáceos;5386689707344;28/05/2019
BR-03933;Luminos Colour Protect Shampoo;Luminos;500 mL;5.29;Cuidados Pessoais > Cabelo > Shampoo;ovos,crustáceos,soja;6982379953429;30/04/2018
BR-03934;Cladis Sensitive Deodorant;Cladis;500 mL;1.76;Cuidados Pessoais > Desodorante;soja,castanhas,trigo;6756529805308;07/03/2020
BR-03935;Zephyr Antibacterial Hand Wash;Zephyr;50 mL;7.05;Cuidados Pessoais > Sabonete Líquido;leite,castanhas,ovos;0019950098722;08/06/2022
BR-03936;TEST-Brightway Intensive Moisturiser;Brightway;400 mL;2.65;Cuidados Pessoais > Rosto > Hidratação;crustáceos,castanhas,trigo;0593541572391;25/07/2023
BR-03937;Verdant Night Cream;Verdant;400 mL;7.05;Cuidados Pessoais > Rosto > Hidratação;castanhas;8919959746513;22/12/2023
BR-03938;Solvix Intensive Moisturiser;Solvix;250 mL;10.58;Cuidados Pessoais > Rosto > Hidratação;ovos;6032888948970;25/05/2021
BR-03939;Tresol Repair Shampoo;Tresol;300 mL;5.29;Cuidados Pessoais > Cabelo > Shampoo;trigo,gergelim;8280823143029;01/12/2021
BR-03940;Zephyr Deep Conditioner;Zephyr;1000 mL;3.53;Cuidados Pessoais > Cabelo > Condicionador;gergelim,leite,amendoim,ovos;6980878253460;22/07/2023
BR-03941;Frosten Tomato Ketchup;Frosten;750 mL;14.11;Alimentos > Condimentos;castanhas,leite,peixe,gergelim;6131217888816;15/11/2022
BR-03942;Cladis Mayonnaise;Cladis;300 mL;10.58;Alimentos > Condimentos;gergelim,crustáceos,amendoim,peixe;2233844461173;22/07/2021
BR-03943;Glicen Lightweight Lotion;Glicen;250 mL;14.11;Cuidados Pessoais > Rosto > Hidratação;;1704944153615;21/11/2020
BR-03944;Solvix 24hr Roll-On Deodorant;Solvix;1000 mL;17.64;Cuidados Pessoais > Desodorante;ovos;3218167049153;30/05/2022
BR-03945;Oralix Hydrating Shampoo;Oralix;400 mL;3.53;Cuidados Pessoais > Cabelo > Shampoo;leite,crustáceos,peixe;8516406400587;25/03/2021
BR-03946;Solven SPF Moisturiser;Solven;100 mL;17.64;Cuidados Pessoais > Rosto > Hidratação;crustáceos;2942898116648;03/05/2023
BR-03947;Alteva Repair Conditioner;Alteva;150 mL;3.53;Cuidados Pessoais > Cabelo > Condicionador;;7485913375996;23/03/2020
BR-03948;Vivara Brightening Face Wash;Vivara;500 mL;3.53;Cuidados Pessoais > Rosto > Limpeza;gergelim;8187169467560;11/07/2019
BR-03949;Frostine Dishwasher Tablets;Frostine;1000 mL;14.11;Casa > Limpeza > Louças;gergelim,leite,crustáceos;2579751315469;08/02/2020
BR-03950;Gleam Foaming Hand Wash;Gleam;300 mL;3.53;Cuidados Pessoais > Sabonete Líquido;;3606294944722;05/08/2023
BR-03951;Zenpur Repair Conditioner;Zenpur;250 mL;14.11;Cuidados Pessoais > Cabelo > Condicionador;glúten,gergelim,crustáceos;5119489333631;03/11/2022
BR-03952;Frostine Moisturising Body Wash;Frostine;200 mL;14.11;Cuidados Pessoais > Banho;;5997719445954;28/05/2022
BR-03953;Vanta Anti-Dandruff Shampoo;Vanta;750 mL;14.11;Cuidados Pessoais > Cabelo > Shampoo;amendoim,ovos,glúten;1264053529324;07/07/2019
BR-03954;Frosten Glass Cleaner;Frosten;400 mL;5.29;Casa > Limpeza > Superfícies;;5721864532616;05/07/2022
BR-03955;Cryston Dish Liquid;Cryston;200 mL;5.29;Casa > Limpeza > Louças;amendoim,castanhas,trigo,ovos;7918055470064;08/12/2023
BR-03956;Hevara Kitchen Cleaner;Hevara;50 mL;3.53;Casa > Limpeza > Superfícies;peixe,trigo,leite,glúten;5633640976289;22/10/2019
03957;Polvera Multi-Surface Spray;Polvera;100 mL;17.64;Casa > Limpeza > Superfícies;trigo,peixe,soja,leite;0968725407743;11/12/2023
BR-03958;Purelix Salted Crackers;Purelix;500 mL;3.53;Alimentos > Petiscos;;4328127731772;27/04/2021
BR-03959;Solvix Mayonnaise;Solvix;400 mL;17.64;Alimentos > Condimentos;amendoim,soja,crustáceos,glúten;8724275814064;04/09/2021
BR-03960;Novix Nourishing Body Cleanser;Novix;50 mL;8.82;Cuidados Pessoais > Banho;crustáceos,leite,amendoim;6470594887532;12/01/2021
BR-03961;Gleam Deep Clean Body Wash;Gleam;1000 mL;5.29;Cuidados Pessoais > Banho;gergelim;4568893228179;23/12/2018
BR-03962;Kaleo Sensitive Skin Body Wash;Kaleo;100 mL;17.64;Cuidados Pessoais > Banho;;9403349775935;14/05/2020
BR-03963;Arovia Foaming Hand Wash;Arovia;500 mL;5.29;Cuidados Pessoais > Sabonete Líquido;gergelim,glúten;4549086781381;31/07/2019
BR-03964;Hevara Gentle Face Wash;Hevara;75 mL;10.58;Cuidados Pessoais > Rosto > Limpeza;peixe,amendoim,crustáceos;5833566388283;09/11/2019
BR-03965;Zephyr Volumising Conditioner;Zephyr;300 mL;14.11;Cuidados Pessoais > Cabelo > Condicionador;crustáceos,glúten,soja;0842985077024;19/05/2020
BR-03966;Helix Aloe Hand Wash;Helix;1000 mL;1.76;Cuidados Pessoais > Sabonete Líquido;peixe,soja;6320154612145;08/01/2019
03967;Teraxis Mixed Nuts Blend;Teraxis;100 mL;17.64;Alimentos > Petiscos;crustáceos,soja,ovos;9419492651187;18/09/2021
BR-03968;Oralix Oat Protein Bar;Oralix;100 mL;1.76;Alimentos > Petiscos;soja;1521809612496;25/09/2019
BR-03969;Luxara Moisturising Body Wash;Luxara;200 mL;5.29;Cuidados Pessoais > Banho;trigo;3098065727380;15/07/2018
